source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON UMF Wa 230619 10um (4),EMOBON metagenome water sample from station UMF collected on 2023-06-19 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-06-19 00:00:00,UMF_Wa_230619,Annie Marie Cox,,no_tide,,,4,0.23,3,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-06-19 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_93
EMO BON UMF Wa 230619 10um (blank),EMOBON metagenome water sample from station UMF collected on 2023-06-19 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-06-19 00:00:00,UMF_Wa_230619,Annie Marie Cox,,no_tide,,,blank_1,0.25,0,10-20,10,2000,N,plankton net ,WaSOP2,mq,2023-06-19 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_94
EMO BON UMF Wa 230801 3um (1),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,1,5,1,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-09-11 00:00:00,2023-09-13 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_95
EMO BON UMF Wa 230801 3um (2),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,2,5,1,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-09-11 00:00:00,2023-09-13 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_96
EMO BON UMF Wa 230801 3um (3),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,3,5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_97
EMO BON UMF Wa 230801 3um (4),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,4,5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_98
EMO BON UMF Wa 230801 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,1,3.39,1,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-09-11 00:00:00,2023-09-13 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_99
EMO BON UMF Wa 230801 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,2,3.39,1,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-09-11 00:00:00,2023-09-13 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_100
EMO BON UMF Wa 230801 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,3,3.89,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_101
EMO BON UMF Wa 230801 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,1,4,3.89,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_102
EMO BON UMF Wa 230801 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,3-200,3,200,N,NA,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_103
EMO BON UMF Wa 230801 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_104
EMO BON UMF Wa 230801 10um (1),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,,1,0.25,1,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_105
EMO BON UMF Wa 230801 10um (2),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,,2,0.25,1,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_106
EMO BON UMF Wa 230801 10um (3),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,,3,0.25,1,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_107
EMO BON UMF Wa 230801 10um (4),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,,4,0.23,1,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_108
EMO BON UMF Wa 230801 10um (blank),EMOBON metagenome water sample from station UMF collected on 2023-08-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-08-01 00:00:00,UMF_Wa_230801,Annie Marie Cox,,no_tide,,,blank_1,0.25,0,10-20,10,2000,N,plankton net ,WaSOP2,mq,2023-08-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_109
EMO BON UMF Wa 231010 3um (1),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,1,5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_110
EMO BON UMF Wa 231010 3um (2),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,2,5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_111
EMO BON UMF Wa 231010 3um (3),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,3,5,5,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_112
EMO BON UMF Wa 231010 3um (4),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,4,5,5,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_113
EMO BON UMF Wa 231010 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,1,3.315,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_114
EMO BON UMF Wa 231010 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,2,3.315,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_115
EMO BON UMF Wa 231010 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,3,3.395,5,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_116
EMO BON UMF Wa 231010 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,1,4,3.395,5,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_117
EMO BON UMF Wa 231010 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,NA,blank_1,5,2,3-200,3,200,N,NA,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_118
EMO BON UMF Wa 231010 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,NA,blank_1,5,2,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_119
EMO BON UMF Wa 231010 10um (1),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,,1,0.25,3,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_120
EMO BON UMF Wa 231010 10um (2),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,,2,0.25,3,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_121
EMO BON UMF Wa 231010 10um (3),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,,3,0.25,3,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_122
EMO BON UMF Wa 231010 10um (4),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,,4,0.24,3,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_123
EMO BON UMF Wa 231010 10um (blank),EMOBON metagenome water sample from station UMF collected on 2023-10-10 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-10-10 00:00:00,UMF_Wa_231010,Annie Marie Cox,,no_tide,,,blank_1,0.25,3,10-20,10,2000,N,plankton net ,WaSOP2,mq,2023-10-10 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_124
EMO BON UMF Wa 231211 3um (1),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,1,5.5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_125
EMO BON UMF Wa 231211 3um (2),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,2,5.5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_126
EMO BON UMF Wa 231211 3um (3),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,3,5.5,4,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_127
EMO BON UMF Wa 231211 3um (4),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,4,5.5,4,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_128
EMO BON UMF Wa 231211 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,1,5.25,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_129
EMO BON UMF Wa 231211 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,2,5.25,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_130
EMO BON UMF Wa 231211 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,3,5.5,4,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_131
EMO BON UMF Wa 231211 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,1,4,5.5,4,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_132
EMO BON UMF Wa 231211 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,NA,blank_1,5,0,3-200,3,200,N,NA,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_133
EMO BON UMF Wa 231211 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,NA,blank_1,5,0,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_134
EMO BON UMF Wa 231211 10um (1),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,,1,0.25,4,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_135
EMO BON UMF Wa 231211 10um (2),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,,2,0.25,4,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_136
EMO BON UMF Wa 231211 10um (3),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,,3,0.25,4,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_137
EMO BON UMF Wa 231211 10um (4),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,,4,0.25,4,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_138
EMO BON UMF Wa 231211 10um (blank),EMOBON metagenome water sample from station UMF collected on 2023-12-11 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-12-11 00:00:00,UMF_Wa_231211,Nina Dagberg,,no_tide,,,blank_1,0.25,0,10-20,10,2000,N,plankton net ,WaSOP2,mq,2023-12-11 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_139
EMO BON UMF Wa 240214 3um (1),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,1,5.3,2,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_140
EMO BON UMF Wa 240214 3um (2),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,2,5.3,2,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_141
